CountryName,CountryISO3,Year,IndicatorName,IndicatorCode,Value
Bosnia and Herzegovina,BIH,2007,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,15.9795507619935
Bosnia and Herzegovina,BIH,2006,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,16.2646400624137
Bosnia and Herzegovina,BIH,2005,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,16.7052854250681
Bosnia and Herzegovina,BIH,2004,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,17.1573743742246
Bosnia and Herzegovina,BIH,2003,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,17.6623666240654
Bosnia and Herzegovina,BIH,2002,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,18.2465385705541
Bosnia and Herzegovina,BIH,2001,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,18.9032742366265
Bosnia and Herzegovina,BIH,2000,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,19.6244033163052
Bosnia and Herzegovina,BIH,1999,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,20.3892763183558
Bosnia and Herzegovina,BIH,1998,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,21.1609116661511
Bosnia and Herzegovina,BIH,1997,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,21.9787397832078
Bosnia and Herzegovina,BIH,1996,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,23.0668385814294
Bosnia and Herzegovina,BIH,1995,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,24.3237816978787
Bosnia and Herzegovina,BIH,1994,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,24.9434127256248
Bosnia and Herzegovina,BIH,1993,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,24.8083905056086
Bosnia and Herzegovina,BIH,1992,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,24.0682087115193
Bosnia and Herzegovina,BIH,1991,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,23.6856635570562
Bosnia and Herzegovina,BIH,1990,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,24.0272896142801
Bosnia and Herzegovina,BIH,1989,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,24.3799274283988
Bosnia and Herzegovina,BIH,1988,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,24.7187491913252
Bosnia and Herzegovina,BIH,1987,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,25.0579915771457
Bosnia and Herzegovina,BIH,1986,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,25.3989351457638
Bosnia and Herzegovina,BIH,1985,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,25.7236576369135
Bosnia and Herzegovina,BIH,1984,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,26.0358113595568
Bosnia and Herzegovina,BIH,1983,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,26.359370034445
Bosnia and Herzegovina,BIH,1982,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,26.7220759506347
Bosnia and Herzegovina,BIH,1981,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,27.1598508912777
Bosnia and Herzegovina,BIH,1980,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,27.7060564500383
Bosnia and Herzegovina,BIH,1979,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,28.3513115197631
Bosnia and Herzegovina,BIH,1978,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,29.0584266665957
Bosnia and Herzegovina,BIH,1977,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,29.801083384159
Bosnia and Herzegovina,BIH,1976,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,30.5584995612111
Bosnia and Herzegovina,BIH,1975,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,31.3164673092845
Bosnia and Herzegovina,BIH,1974,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,32.0664147165134
Bosnia and Herzegovina,BIH,1973,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,32.8004728197138
Bosnia and Herzegovina,BIH,1972,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,33.5121011713539
Bosnia and Herzegovina,BIH,1971,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,34.2280167970809
Bosnia and Herzegovina,BIH,1970,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,34.9744113644101
Bosnia and Herzegovina,BIH,1969,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,35.7357992942879
Bosnia and Herzegovina,BIH,1968,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,36.4755187054114
Bosnia and Herzegovina,BIH,1967,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,37.1554302693646
Bosnia and Herzegovina,BIH,1966,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,37.7395243131548
Bosnia and Herzegovina,BIH,1965,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,38.2183652162694
Bosnia and Herzegovina,BIH,1964,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,38.5929166493845
Bosnia and Herzegovina,BIH,1963,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,38.8599643471535
Bosnia and Herzegovina,BIH,1962,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,39.0010664167291
Bosnia and Herzegovina,BIH,1961,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,38.9812839796796
Bosnia and Herzegovina,BIH,1960,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,38.8077106216524
Bosnia and Herzegovina,BIH,2022,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,4.80074921766144
Bosnia and Herzegovina,BIH,2021,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,4.81410642196974
Bosnia and Herzegovina,BIH,2020,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,4.83559401573252
Bosnia and Herzegovina,BIH,2019,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,4.87976431434706
Bosnia and Herzegovina,BIH,2018,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,4.91891837209538
Bosnia and Herzegovina,BIH,2017,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,4.91956639368403
Bosnia and Herzegovina,BIH,2016,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,4.89051037316111
Bosnia and Herzegovina,BIH,2015,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,4.85171082798689
Bosnia and Herzegovina,BIH,2014,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,4.80664484288576
Bosnia and Herzegovina,BIH,2013,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,4.77102018996604
Bosnia and Herzegovina,BIH,2012,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,4.74739028905094
Bosnia and Herzegovina,BIH,2011,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,4.74028473894409
Bosnia and Herzegovina,BIH,2010,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,4.75772552413113
Bosnia and Herzegovina,BIH,2009,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,4.79602685988543
Bosnia and Herzegovina,BIH,2008,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,4.89241252823626
Bosnia and Herzegovina,BIH,2007,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,5.05038523004315
Bosnia and Herzegovina,BIH,2006,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,5.20619795552247
Bosnia and Herzegovina,BIH,2005,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,5.30460605288722
Bosnia and Herzegovina,BIH,2004,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,5.34492595089797
Bosnia and Herzegovina,BIH,2003,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,5.34725761516751
Bosnia and Herzegovina,BIH,2002,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,5.38053060294097
Bosnia and Herzegovina,BIH,2001,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,5.55928175262934
Bosnia and Herzegovina,BIH,2000,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,5.88643493924349
Bosnia and Herzegovina,BIH,1999,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,6.291924700981
Bosnia and Herzegovina,BIH,1998,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,6.73244328882162
Bosnia and Herzegovina,BIH,1997,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,7.1673342110834
Bosnia and Herzegovina,BIH,1996,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,7.63362221367843
Bosnia and Herzegovina,BIH,1995,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,8.13370736485423
Bosnia and Herzegovina,BIH,1994,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,8.38689703783719
Bosnia and Herzegovina,BIH,1993,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,8.36247454515251
Bosnia and Herzegovina,BIH,1992,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,8.10267215783929
Bosnia and Herzegovina,BIH,1991,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,7.93674582131753
Bosnia and Herzegovina,BIH,1990,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,7.98133766990844
Bosnia and Herzegovina,BIH,1989,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,7.96329748253779
Bosnia and Herzegovina,BIH,1988,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,7.92062709870868
Bosnia and Herzegovina,BIH,1987,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,7.8964417049677
Bosnia and Herzegovina,BIH,1986,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,7.9286936759435
Bosnia and Herzegovina,BIH,1985,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,8.03554083231205
Bosnia and Herzegovina,BIH,1984,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,8.20241970264856
Bosnia and Herzegovina,BIH,1983,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,8.39882599056759
Bosnia and Herzegovina,BIH,1982,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,8.602403883021
Bosnia and Herzegovina,BIH,1981,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,8.79555985971915
Bosnia and Herzegovina,BIH,1980,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,8.9667288195672
Bosnia and Herzegovina,BIH,1979,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,9.12163227188097
Bosnia and Herzegovina,BIH,1978,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,9.27431239274129
Bosnia and Herzegovina,BIH,1977,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,9.43897838150008
Bosnia and Herzegovina,BIH,1976,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,9.63633295475813
Bosnia and Herzegovina,BIH,1975,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,9.89191005265057
Bosnia and Herzegovina,BIH,1974,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,10.1981122213682
Bosnia and Herzegovina,BIH,1973,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,10.5327894774047
Bosnia and Herzegovina,BIH,1972,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,10.8796090070521
Bosnia and Herzegovina,BIH,1971,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,11.216611738015
Bosnia and Herzegovina,BIH,1970,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,11.5176776615126
Bosnia and Herzegovina,BIH,1969,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,11.7736310842598
Bosnia and Herzegovina,BIH,1968,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,11.9869174887382
Bosnia and Herzegovina,BIH,1967,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,12.1536960579751
Bosnia and Herzegovina,BIH,1966,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,12.3002506794705
Bosnia and Herzegovina,BIH,1965,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,12.4564371598129
Bosnia and Herzegovina,BIH,1964,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,12.6305439671446
Bosnia and Herzegovina,BIH,1963,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,12.8021041877346
Bosnia and Herzegovina,BIH,1962,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,12.943531920524
Bosnia and Herzegovina,BIH,1961,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,13.0088571288887
Bosnia and Herzegovina,BIH,1960,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,12.9794391082423
Bosnia and Herzegovina,BIH,2022,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,5.18845166583533
Bosnia and Herzegovina,BIH,2021,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,5.20057695860834
Bosnia and Herzegovina,BIH,2020,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,5.23197259768093
Bosnia and Herzegovina,BIH,2019,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,5.29115209403427
Bosnia and Herzegovina,BIH,2018,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,5.34588963898226
Bosnia and Herzegovina,BIH,2017,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,5.35638436206142
Bosnia and Herzegovina,BIH,2016,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,5.3304409141717
Bosnia and Herzegovina,BIH,2015,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,5.2934995441811
Bosnia and Herzegovina,BIH,2014,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,5.25423432606753
Bosnia and Herzegovina,BIH,2013,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,5.2292967711297
Bosnia and Herzegovina,BIH,2012,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,5.22139783437568
Bosnia and Herzegovina,BIH,2011,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,5.23322878776885
Bosnia and Herzegovina,BIH,2010,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,5.26700775172952
Bosnia and Herzegovina,BIH,2009,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,5.31822755349428
Bosnia and Herzegovina,BIH,2008,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,5.43918874139053
Bosnia and Herzegovina,BIH,2007,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,5.64005358181328
Bosnia and Herzegovina,BIH,2006,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,5.82574611504959
Bosnia and Herzegovina,BIH,2005,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,5.92757117812895
Bosnia and Herzegovina,BIH,2004,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,5.96502420906344
Bosnia and Herzegovina,BIH,2003,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,5.96128594384334
Bosnia and Herzegovina,BIH,2002,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,5.99691035640723
Bosnia and Herzegovina,BIH,2001,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,6.18784449396036
Bosnia and Herzegovina,BIH,2000,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,6.52988167799265
Bosnia and Herzegovina,BIH,1999,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,6.95801796197276
Bosnia and Herzegovina,BIH,1998,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,7.42864606363765
Bosnia and Herzegovina,BIH,1997,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,7.89361365972368
Bosnia and Herzegovina,BIH,1996,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,8.40791754225854
Bosnia and Herzegovina,BIH,1995,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,8.9674465460154
Bosnia and Herzegovina,BIH,1994,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,9.2051269656204
Bosnia and Herzegovina,BIH,1993,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,9.05608370832698
Bosnia and Herzegovina,BIH,1992,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,8.60916963695618
Bosnia and Herzegovina,BIH,1991,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,8.34750880792404
Bosnia and Herzegovina,BIH,1990,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,8.38061211525053
Bosnia and Herzegovina,BIH,1989,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,8.35057586258974
Bosnia and Herzegovina,BIH,1988,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,8.29928379027847
Bosnia and Herzegovina,BIH,1987,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,8.27174797629726
Bosnia and Herzegovina,BIH,1986,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,8.30704733034615
Bosnia and Herzegovina,BIH,1985,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,8.42787372723758
Bosnia and Herzegovina,BIH,1984,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,8.61505557568971
Bosnia and Herzegovina,BIH,1983,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,8.83376765901423
Bosnia and Herzegovina,BIH,1982,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,9.06547486962948
Bosnia and Herzegovina,BIH,1981,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,9.28989196129725
Bosnia and Herzegovina,BIH,1980,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,9.49443721455522
Bosnia and Herzegovina,BIH,1979,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,9.69072621231351
Bosnia and Herzegovina,BIH,1978,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,9.88569844552538
Bosnia and Herzegovina,BIH,1977,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,10.0901663250749
Bosnia and Herzegovina,BIH,1976,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,10.3324352660953
Bosnia and Herzegovina,BIH,1975,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,10.6346256344647
Bosnia and Herzegovina,BIH,1974,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,10.9811790844304
Bosnia and Herzegovina,BIH,1973,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,11.3529837993524
Bosnia and Herzegovina,BIH,1972,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,11.7378755767751
Bosnia and Herzegovina,BIH,1971,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,12.1089992630944
Bosnia and Herzegovina,BIH,1970,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,12.4432841879346
Bosnia and Herzegovina,BIH,1969,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,12.7322780642064
Bosnia and Herzegovina,BIH,1968,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,12.9735694277047
Bosnia and Herzegovina,BIH,1967,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,13.1631357531971
Bosnia and Herzegovina,BIH,1966,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,13.3298543054965
Bosnia and Herzegovina,BIH,1965,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,13.502222011117
Bosnia and Herzegovina,BIH,1964,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,13.686991230566
Bosnia and Herzegovina,BIH,1963,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,13.8660066675339
Bosnia and Herzegovina,BIH,1962,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,14.0050418895669
Bosnia and Herzegovina,BIH,1961,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,14.0487714733174
Bosnia and Herzegovina,BIH,1960,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,13.9844030539155
Bosnia and Herzegovina,BIH,2022,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,5.07065031179333
Bosnia and Herzegovina,BIH,2021,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,5.02768134525106
Bosnia and Herzegovina,BIH,2020,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,4.97898909141392
Bosnia and Herzegovina,BIH,2019,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,4.9352318146361
Bosnia and Herzegovina,BIH,2018,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,4.90287691287175
Bosnia and Herzegovina,BIH,2017,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,4.89633585311449
Bosnia and Herzegovina,BIH,2016,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,4.92862483147099
Bosnia and Herzegovina,BIH,2015,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,4.99598061916526
Bosnia and Herzegovina,BIH,2014,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,5.10111253085571
Bosnia and Herzegovina,BIH,2013,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,5.27846925606536
Bosnia and Herzegovina,BIH,2012,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,5.50177470175206
Bosnia and Herzegovina,BIH,2011,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,5.69496146029388
Bosnia and Herzegovina,BIH,2010,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,5.79910960277955
Bosnia and Herzegovina,BIH,2009,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,5.78213642890215
Bosnia and Herzegovina,BIH,2008,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,5.6588395724626
Bosnia and Herzegovina,BIH,2007,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,5.55829309635513
Bosnia and Herzegovina,BIH,2006,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,5.66040867898537
Bosnia and Herzegovina,BIH,2005,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,5.9453936489833
Bosnia and Herzegovina,BIH,2004,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,6.28160819278699
Bosnia and Herzegovina,BIH,2003,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,6.63868020183687
Bosnia and Herzegovina,BIH,2002,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,6.96880393370022
Bosnia and Herzegovina,BIH,2001,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,7.24261002805741
Bosnia and Herzegovina,BIH,2000,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,7.50618029071191
Bosnia and Herzegovina,BIH,1999,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,7.76915940034518
Bosnia and Herzegovina,BIH,1998,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,8.03166551926217
Bosnia and Herzegovina,BIH,1997,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,8.31178896043454
Bosnia and Herzegovina,BIH,1996,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,8.63954973835818
Bosnia and Herzegovina,BIH,1995,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,8.89675137700879
Bosnia and Herzegovina,BIH,1994,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,8.79493119228651
Bosnia and Herzegovina,BIH,1993,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,8.41817040948007
Bosnia and Herzegovina,BIH,1992,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,7.93627531868687
Bosnia and Herzegovina,BIH,1991,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,7.70820349224122
Bosnia and Herzegovina,BIH,1990,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,7.80543817281558
Bosnia and Herzegovina,BIH,1989,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,7.9500437219215
Bosnia and Herzegovina,BIH,1988,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,8.11154099261006
Bosnia and Herzegovina,BIH,1987,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,8.27965679470949
Bosnia and Herzegovina,BIH,1986,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,8.44134632709392
Bosnia and Herzegovina,BIH,1985,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,8.58665983977768
Bosnia and Herzegovina,BIH,1984,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,8.72485912635443
Bosnia and Herzegovina,BIH,1983,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,8.87274374512868
Bosnia and Herzegovina,BIH,1982,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,9.03310673419464
Bosnia and Herzegovina,BIH,1981,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,9.21591656026942
Bosnia and Herzegovina,BIH,1980,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,9.44697412973779
Bosnia and Herzegovina,BIH,1979,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,9.72472715076542
Bosnia and Herzegovina,BIH,1978,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,10.0287359682155
Bosnia and Herzegovina,BIH,1977,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,10.3390422374629
Bosnia and Herzegovina,BIH,1976,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,10.6322657932079
Bosnia and Herzegovina,BIH,1975,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,10.8807277534317
Bosnia and Herzegovina,BIH,1974,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,11.0739677171407
Bosnia and Herzegovina,BIH,1973,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,11.2167680919115
Bosnia and Herzegovina,BIH,1972,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,11.3117433020185
Bosnia and Herzegovina,BIH,1971,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,11.3842146550232
Bosnia and Herzegovina,BIH,1970,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,11.4610748461223
